authors,average_rating,book_id,description,e_book,goodreads_book_id,is_ebook,isbn,language_code,num_pages,original_publication_year,original_title,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,title
"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",4.44,5227.0,,False,43915,,,eng,0,1984.0,,110.0,274.0,1746.0,5155.0,10551.0,17782,Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1)
John C. Maxwell,4.18,5228.0,,False,183554,,,,0,1993.0,,215.0,564.0,2700.0,5424.0,7395.0,15817,Developing the Leader Within You
C.S. Lewis,3.87,5229.0,,False,100933,,,en-GB,0,1945.0,,538.0,1801.0,5701.0,7781.0,7792.0,19866,"That Hideous Strength (Space Trilogy, #3)"
Laline Paull,3.67,5230.0,,False,18652002,,,eng,0,2014.0,,754.0,2055.0,5561.0,7521.0,5015.0,15848,The Bees
Sara Gruen,3.46,5231.0,,False,2458340,,,eng,0,2010.0,,747.0,2903.0,8568.0,8813.0,3482.0,21093,Ape House
"David Eddings, Leigh Eddings",4.07,5232.0,,False,18884,,,,0,1997.0,,252.0,1227.0,4897.0,7701.0,9818.0,22802,Polgara the Sorceress (Malloreon)
Kevin Kwan,3.74,5233.0,,False,22674105,,,eng,0,2015.0,,272.0,1361.0,6695.0,9167.0,4488.0,17708,China Rich Girlfriend (Crazy Rich Asians #2)
Elizabeth George,4.29,5234.0,,False,216304,,,eng,0,1997.0,,256.0,519.0,2325.0,4459.0,8923.0,16200,A Woman After God's Own Heart
Brad Thor,4.2,5235.0,,False,206195,,,eng,0,2004.0,,121.0,376.0,2888.0,7321.0,7795.0,16466,"State of the Union (Scot Harvath, #3)"
Ann Leary,3.66,5236.0,,False,15793186,,,en-GB,0,2013.0,,302.0,1317.0,5947.0,7800.0,3222.0,16490,The Good House
Rudolfo Anaya,3.74,5237.0,,False,14362,,,en-US,0,1972.0,,787.0,1874.0,5132.0,6964.0,5908.0,18380,"Bless Me, Ultima"
Bret Easton Ellis,3.47,5238.0,,False,9913,,,eng,0,1998.0,,861.0,2300.0,5021.0,4971.0,3367.0,14947,Glamorama
Sue Grafton,3.9,5239.0,,False,169211,,,eng,0,1988.0,,66.0,667.0,7923.0,11290.0,6727.0,24842,"F is for Fugitive (Kinsey Millhone, #6)"
Jo Nesbø,4.07,5240.0,,False,2033352,,,dan,0,2005.0,,196.0,514.0,3746.0,10080.0,6821.0,9337,"The Redeemer (Harry Hole, #6)"
Alessandro Baricco,3.82,5241.0,,False,61264,,,en-US,0,1996.0,,524.0,1834.0,5817.0,8746.0,6866.0,14555,Silk
Tatiana de Rosnay,3.33,5242.0,,False,7963208,,,eng,0,2009.0,,822.0,3074.0,8488.0,6571.0,2609.0,19079,A Secret Kept
"Tim LaHaye, Jerry B. Jenkins",4.01,5243.0,,False,27530,,,en-US,0,2002.0,,467.0,1200.0,4004.0,6202.0,7951.0,18785,"The Remnant (Left Behind, #10)"
"Italo Calvino, Archibald Colquhoun",4.06,5244.0,,False,9804,,,eng,0,1957.0,,194.0,800.0,3656.0,7243.0,6927.0,13221,The Baron in the Trees
"Stephenie Meyer, Young Kim",4.26,5245.0,,False,11450360,,,en-US,0,2011.0,,611.0,898.0,2915.0,3969.0,11736.0,19795,"Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)"
Belle Aurora,4.23,5246.0,,False,18468559,,,eng,0,2014.0,,978.0,1476.0,3831.0,8618.0,17174.0,19180,"Raw (RAW Family, #1)"
Roger Zelazny,4.31,5247.0,,False,5367,,,eng,0,1999.0,,196.0,604.0,2683.0,6479.0,10877.0,20748,"The Great Book of Amber (The Chronicles of Amber, #1-10)"
Gena Showalter,4.32,5248.0,,False,7519472,,,eng,0,2010.0,,150.0,641.0,4029.0,9045.0,15085.0,27343,The Darkest Lie (Lords of the Underworld #6)
Andrzej Sapkowski,4.32,5249.0,,False,68453,,,pol,0,1995.0,,68.0,377.0,2815.0,8520.0,11096.0,11551,"Czas pogardy (Saga o Wiedźminie, #4)"
Jillian Dodd,3.96,5250.0,,False,11382346,,,eng,0,2011.0,,961.0,1809.0,5324.0,8920.0,10822.0,20981,"That Boy (That Boy, #1)"
Kate Alcott,3.44,5251.0,,False,12384157,,,eng,0,2012.0,,653.0,2660.0,8688.0,7752.0,3106.0,20464,The Dressmaker
Judith McNaught,4.32,5252.0,,False,16006,,,eng,0,1991.0,,256.0,683.0,3465.0,7500.0,13697.0,24363,"Paradise (Second Opportunities, #1)"
Chris Van Allsburg,4.03,5253.0,,False,525995,,,en-US,0,1981.0,,368.0,1065.0,4792.0,7312.0,8807.0,21961,Jumanji
Ken Grimwood,4.16,5254.0,,False,341735,,,en-US,0,1986.0,,222.0,747.0,3325.0,7577.0,8687.0,18019,Replay
David Eagleman,3.98,5255.0,,False,9827912,,,eng,0,2011.0,,312.0,866.0,3739.0,6934.0,6118.0,11957,Incognito: The Secret Lives of the Brain
Neil deGrasse Tyson,4.11,5256.0,,False,22543,,,eng,0,2006.0,,404.0,645.0,2981.0,7133.0,7539.0,9815,Death by Black Hole - And Other Cosmic Quandaries
Margaret Atwood,3.67,5257.0,,False,133445,,,,0,1969.0,,482.0,1983.0,7260.0,8470.0,4996.0,21440,The Edible Woman
Richard Dawkins,4.13,5258.0,,False,17977,,,en-US,0,2004.0,,542.0,667.0,2645.0,5946.0,7817.0,16775,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution
Marissa Meyer,4.06,5259.0,,False,18584855,,,eng,0,2016.0,,607.0,1824.0,6554.0,13618.0,14397.0,33348,Heartless
Paul Zindel,3.58,5260.0,,False,128092,,,eng,0,1968.0,,867.0,2438.0,7087.0,7474.0,4941.0,21278,"The Pigman (The Pigman, #1)"
Lincoln Child,3.87,5261.0,,False,39026,,,eng,0,2007.0,,213.0,988.0,5556.0,7877.0,5475.0,18413,"Deep Storm (Jeremy Logan, #1)"
Meg Cabot,3.71,5262.0,,False,9397967,,,eng,0,2011.0,,1355.0,3226.0,8814.0,10202.0,9562.0,30934,"Abandon (Abandon, #1)"
Alexander McCall Smith,4.02,5263.0,,False,97898,,,eng,0,2003.0,,67.0,503.0,5591.0,11293.0,7312.0,23089,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)"
Kerrelyn Sparks,3.85,5264.0,,False,263179,,,eng,0,2005.0,,1086.0,2300.0,6942.0,8931.0,10439.0,27854,"How to Marry a Millionaire Vampire (Love at Stake, #1)"
Dr. Seuss,3.99,5265.0,,False,105548,,,eng,0,1968.0,,400.0,1422.0,5816.0,6002.0,9627.0,22268,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books)
Christina Lauren,3.94,5266.0,,False,17831616,,,en-US,0,2013.0,,441.0,1917.0,7930.0,11212.0,11116.0,31616,"Beautiful Bitch (Beautiful Bastard, #1.5)"
Robert Muchamore,4.22,5267.0,,False,1166131,,,eng,0,2004.0,,278.0,748.0,3258.0,7476.0,10534.0,19679,"The Recruit (Cherub, #1)"
Sarah Simblet,3.97,5268.0,,False,327242,,,en-US,0,2001.0,,767.0,1255.0,3413.0,3978.0,7637.0,17000,Anatomy for the Artist
Simon Singh,4.22,5269.0,,False,38412,,,eng,0,1997.0,,98.0,368.0,2764.0,7593.0,7927.0,15738,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem
Richard Paul Evans,3.95,5270.0,,False,161361,,,eng,0,1993.0,,343.0,1230.0,4814.0,7090.0,7342.0,18869,"The Christmas Box (The Christmas Box, #1)"
Amanda Hocking,3.83,5271.0,,False,8046350,,,eng,0,2010.0,,1082.0,2098.0,6102.0,8365.0,9013.0,21707,"My Blood Approves (My Blood Approves, #1)"
Aurora Rose Reynolds,4.16,5272.0,,False,18341046,,,eng,0,2013.0,,776.0,1564.0,5553.0,13260.0,16912.0,33606,"Until November (Until, #1)"
Angela Carter,4.02,5273.0,,False,49011,,,eng,0,1979.0,,408.0,1333.0,4853.0,9362.0,9227.0,20438,The Bloody Chamber and Other Stories
Anthony Bourdain,3.97,5274.0,,False,86856,,,eng,0,2001.0,,209.0,639.0,4076.0,7837.0,5390.0,16719,A Cook's Tour: Global Adventures in Extreme Cuisines
Simon Schama,3.87,5275.0,,False,19797,,,en-US,0,2006.0,,617.0,1119.0,2949.0,3486.0,5326.0,13423,The Power of Art
"Michelle Knight, Michelle Burford",4.12,5276.0,,False,20257122,,,eng,0,2014.0,,389.0,687.0,2936.0,5580.0,7619.0,12653,"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings"
Nora Roberts,4.07,5277.0,,False,98405,,,en-GB,0,1996.0,,152.0,913.0,5818.0,9076.0,9973.0,24398,"Born in Shame (Born In Trilogy, #3)"
Simone Elkeles,4.05,5278.0,,False,7797874,,,eng,0,2010.0,,488.0,1649.0,5939.0,9604.0,12212.0,29043,"Return to Paradise (Leaving Paradise, #2)"
Jasmine Warga,4.02,5279.0,,False,18336965,,,eng,0,2015.0,,361.0,1319.0,5586.0,10822.0,9790.0,22311,My Heart and Other Black Holes
Kim Gordon,3.58,5280.0,,False,22693211,,,eng,0,2015.0,,723.0,1422.0,4873.0,5566.0,3236.0,14491,Girl in a Band
Heather Brewer,4.14,5281.0,,False,2272813,,,en-US,0,2008.0,,335.0,1014.0,4172.0,6613.0,10405.0,20198,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)"
Patricia Cornwell,3.63,5282.0,,False,6526,,,en-US,0,2007.0,,812.0,2271.0,6932.0,7457.0,5500.0,20962,"Book of the Dead (Kay Scarpetta, #15)"
Joseph Campbell,4.24,5283.0,,False,588138,,,eng,0,1949.0,,241.0,739.0,2978.0,6886.0,10363.0,17920,The Hero With a Thousand Faces
John Sandford,4.21,5284.0,,False,7713965,,,eng,0,2010.0,,137.0,415.0,3080.0,8230.0,8648.0,18504,"Bad Blood (Virgil Flowers, #4)"
"D.C. Talk, The Voice of the Martyrs",4.2,5285.0,,False,8964,,,eng,0,1997.0,,194.0,641.0,3132.0,5371.0,8587.0,17602,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)"
Michael Pollan,3.98,5286.0,,False,15811496,,,eng,0,2013.0,,439.0,848.0,3300.0,6720.0,6045.0,16078,Cooked: A Natural History of Transformation
Anne Bishop,4.12,5287.0,,False,47956,,,eng,0,1998.0,,958.0,1490.0,4128.0,8035.0,13491.0,25432,Daughter of the Blood (The Black Jewels #1)
Orson Scott Card,3.82,5288.0,,False,9265891,,,en-US,0,2011.0,,361.0,1250.0,5360.0,8705.0,5208.0,18235,"The Lost Gate (Mither Mages, #1)"
"Jo Nesbø, Don Bartlett",4.22,5289.0,,False,18142329,,,eng,0,2013.0,,136.0,495.0,2863.0,9010.0,8995.0,14495,"Police (Harry Hole, #10)"
Anne Rice,3.5,5290.0,,False,31342,,,eng,0,1999.0,,781.0,3088.0,8277.0,6533.0,4956.0,21402,"Vittorio, The Vampire (New Tales of the Vampires, #2)"
"Yuu Watase, Yuji Oniki",4.08,5291.0,,False,568592,,,eng,0,1992.0,,729.0,1189.0,3338.0,4202.0,9492.0,18060,"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess"
Brunonia Barry,3.46,5292.0,,False,1951125,,,eng,0,2006.0,,842.0,3059.0,8396.0,8535.0,3732.0,20534,"The Lace Reader (The Lace Reader, #1)"
"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",4.07,5293.0,,False,43818,,,eng,0,2000.0,,226.0,979.0,4432.0,6406.0,8535.0,20511,Anne Rice's The Tale of the Body Thief (A Graphic Novel)
Sherman Alexie,4.09,5294.0,,False,52873,,,en-US,0,1993.0,,206.0,743.0,3514.0,8287.0,7407.0,18793,The Lone Ranger and Tonto Fistfight in Heaven
Laurell K. Hamilton,4.06,5295.0,,False,30226,,,en-US,0,2005.0,,422.0,1554.0,5923.0,9264.0,12004.0,26783,"A Stroke of Midnight (Merry Gentry, #4)"
Stephenie Meyer,3.69,5296.0,,False,31176886,,,eng,0,2016.0,,1225.0,2743.0,8094.0,11223.0,7767.0,25188,The Chemist
Anchee Min,3.87,5297.0,,False,139254,,,en-US,0,2003.0,,221.0,1030.0,4906.0,7816.0,5165.0,17318,"Empress Orchid (Empress Orchid, #1)"
Eoin Colfer,3.53,5298.0,,False,6359434,,,eng,0,2009.0,,1082.0,2601.0,6482.0,6369.0,4940.0,19685,And Another Thing...
Kathy Reichs,4.02,5299.0,,False,181116,,,en-US,0,2004.0,,116.0,658.0,5845.0,10441.0,8030.0,22505,"Monday Mourning (Temperance Brennan, #7)"
H.M. Ward,3.93,5300.0,,False,17231976,,,eng,0,2013.0,,538.0,1642.0,6816.0,10943.0,9773.0,26073,"Damaged (Damaged, #1)"
"George MacDonald, Arthur Hughes",4.0,5301.0,,False,444381,,,eng,0,1872.0,,331.0,1085.0,5346.0,8431.0,8498.0,21200,"The Princess and the Goblin  (Princess Irene and Curdie, #1)"
"Camilla Läckberg, Steven T. Murray",3.76,5302.0,,False,9606002,,,,0,2004.0,,431.0,1314.0,6243.0,9000.0,4831.0,15851,"The Preacher (Patrik Hedström, #2)"
Dr. Seuss,4.02,5303.0,,False,310272,,,en-GB,0,1974.0,,458.0,1492.0,5936.0,6835.0,10768.0,23852,There's a Wocket in My Pocket!
Dean Koontz,3.81,5304.0,,False,64955,,,,0,1989.0,,218.0,1202.0,6449.0,7549.0,5448.0,19838,Midnight
Madeleine Wickham,3.24,5305.0,,False,1402668,,,en-GB,0,1998.0,,1080.0,3424.0,7810.0,4819.0,2726.0,18306,The Gatecrasher
Neal Stephenson,4.24,5306.0,,False,822,,,en-US,0,2004.0,,144.0,580.0,2647.0,6995.0,8809.0,17381,"The Confusion (The Baroque Cycle, #2)"
Terry Pratchett,3.93,5307.0,,False,11275323,,,eng,0,2013.0,,257.0,1298.0,5450.0,8759.0,7192.0,17613,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )"
Joelle Charbonneau,3.97,5308.0,,False,17165932,,,eng,0,2014.0,,198.0,1101.0,5398.0,9655.0,7479.0,20593,"Independent Study (The Testing, #2)"
Sue Grafton,3.88,5309.0,,False,24940998,,,eng,0,2015.0,,268.0,911.0,5253.0,8421.0,5398.0,13353,"X (Kinsey Millhone, #24)"
"Roger Zelazny, Sönmez Güven",4.1,5310.0,,False,13821,,,en-US,0,1967.0,,415.0,1117.0,3899.0,6950.0,9571.0,20227,Lord of Light
"Roald Dahl, Quentin Blake",3.74,5311.0,,False,194755,,,eng,0,1990.0,,470.0,1874.0,7938.0,8424.0,6490.0,22062,Esio Trot
Mike Mignola,4.21,5312.0,,False,102461,,,eng,0,1998.0,,156.0,447.0,2699.0,5857.0,7588.0,16485,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)"
Scott B. Smith,3.91,5313.0,,False,21727,,,,0,1993.0,,478.0,1086.0,4239.0,7690.0,6157.0,18628,A Simple Plan
"James Patterson, Michael Ledwidge",4.0,5314.0,,False,3188186,,,eng,0,2009.0,,150.0,808.0,5098.0,9099.0,7071.0,19848,"Run for Your Life (Michael Bennett, #2)"
"Joan Didion, David Thomson",3.86,5315.0,,False,428,,,eng,0,1970.0,,321.0,1263.0,4385.0,7114.0,5364.0,17411,Play It as It Lays
Kelley Armstrong,4.07,5316.0,,False,125926,,,eng,0,2004.0,,185.0,946.0,6197.0,11466.0,10766.0,26456,"Dime Store Magic (Women of the Otherworld, #3)"
Kim Stanley Robinson,3.92,5317.0,,False,77504,,,eng,0,1996.0,,368.0,1316.0,4897.0,7445.0,6881.0,19500,"Blue Mars (Mars Trilogy, #3)"
"Paulo Coelho, Alan R. Clarke",3.3,5318.0,,False,4006,,,eng,0,1988.0,,1099.0,2817.0,5768.0,4426.0,2844.0,14364,The Valkyries
Louise Penny,4.06,5319.0,,False,19561922,,,eng,0,2014.0,,284.0,991.0,3821.0,7998.0,7895.0,16625,"The Long Way Home (Chief Inspector Armand Gamache, #10)"
A.S. King,3.91,5320.0,,False,6665671,,,eng,0,2010.0,,527.0,1354.0,5128.0,9073.0,7251.0,21728,Please Ignore Vera Dietz
"Joseph Delaney, Patrick  Arrasmith",4.1,5321.0,,False,256598,,,,0,2005.0,,146.0,670.0,4351.0,8401.0,8349.0,18513,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)"
L.J. Smith,3.5,5322.0,,False,395851,,,eng,0,1991.0,,1337.0,4057.0,9093.0,7745.0,6805.0,23840,"The Struggle (The Vampire Diaries, #2)"
Karen Marie Moning,4.31,5323.0,,False,112755,,,eng,0,2002.0,,169.0,611.0,3948.0,9872.0,14954.0,27639,"The Dark Highlander (Highlander, #5)"
Karen Marie Moning,4.34,5324.0,,False,112752,,,eng,0,2004.0,,148.0,572.0,3712.0,9355.0,15067.0,27065,"The Immortal Highlander (Highlander, #6)"
Reza Aslan,4.13,5325.0,,False,25307,,,eng,0,2005.0,,570.0,604.0,2438.0,5602.0,7609.0,15410,"No god but God: The Origins, Evolution and Future of Islam"
Philip K. Dick,3.94,5326.0,,False,216377,,,eng,0,1981.0,,464.0,1201.0,4014.0,6574.0,6696.0,17305,"VALIS (VALIS Trilogy, #1)"
"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",4.09,5327.0,,False,457264,,,eng,0,1949.0,,243.0,794.0,3876.0,8087.0,8160.0,18648,The Second Sex
Jennifer A. Nielsen,4.23,5328.0,,False,15703770,,,eng,0,2013.0,,201.0,680.0,3764.0,9571.0,11577.0,24032,"The Runaway King (The Ascendance Trilogy, #2)"
"Margaret Weis, Tracy Hickman",3.93,5329.0,,False,28481,,,en-US,0,1990.0,,354.0,1235.0,5115.0,8033.0,7155.0,20720,"Dragon Wing (The Death Gate Cycle, #1)"
Kurt Vonnegut Jr.,3.81,5330.0,,False,4987,,,eng,0,1979.0,,84.0,809.0,5084.0,7377.0,3664.0,15643,Jailbird
"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",4.27,5331.0,,False,156532,,,eng,0,2007.0,,161.0,509.0,2731.0,7476.0,9841.0,20511,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)"
Dan Simmons,4.01,5332.0,,False,3973,,,eng,0,2003.0,,376.0,1055.0,4007.0,8408.0,7477.0,19242,"Ilium (Ilium, #1)"
"Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch",3.94,5333.0,,False,22554204,,,eng,0,2015.0,,1366.0,1772.0,6123.0,10210.0,11802.0,30604,"Lumberjanes, Vol. 1: Beware the Kitten Holy"
Elaine N. Aron,3.87,5334.0,,False,923950,,,eng,0,1996.0,,670.0,1406.0,4731.0,6985.0,6807.0,19447,The Highly Sensitive Person: How to Thrive When the World Overwhelms You
Chitra Banerjee Divakaruni,4.11,5335.0,,False,1774836,,,en-US,0,2008.0,,185.0,630.0,2977.0,7403.0,6735.0,16304,The Palace of Illusions
H.W. Brands,4.09,5336.0,,False,147602,,,eng,0,2000.0,,352.0,618.0,2640.0,5569.0,6352.0,15323,The First American: The Life and Times of Benjamin Franklin
"Douglas Preston, Lincoln Child",4.16,5337.0,,False,136638,,,eng,0,2005.0,,81.0,437.0,3766.0,9365.0,8374.0,19812,"Dance of Death (Pendergast, #6; Diogenes, #2)"
Susan Beth Pfeffer,3.81,5338.0,,False,6393972,,,en-US,0,2010.0,,480.0,2002.0,7003.0,8413.0,7558.0,23711,"This World We Live In (Last Survivors, #3)"
"Yoshihiro Togashi, 冨樫 義博",4.43,5339.0,,False,1493253,,,eng,0,1998.0,,179.0,463.0,2001.0,4362.0,11396.0,18244,"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)"
J.D. Robb,4.34,5340.0,,False,132778,,,eng,0,1997.0,,63.0,317.0,3704.0,10449.0,14140.0,24839,"Vengeance in Death (In Death, #6)"
Connie Willis,4.13,5341.0,,False,77773,,,eng,0,1998.0,,391.0,990.0,4059.0,9588.0,10620.0,23197,"To Say Nothing of the Dog (Oxford Time Travel, #2)"
"James Patterson, Ned Rust",3.78,5342.0,,False,7646805,,,,0,2010.0,,661.0,2094.0,6195.0,7676.0,7190.0,17070,"The Gift (Witch & Wizard, #2)"
Michael Crichton,3.34,5343.0,,False,7679,,,eng,0,1972.0,,403.0,2792.0,9098.0,5935.0,2362.0,19072,The Terminal Man
"Daniel Abraham, George R.R. Martin, Tommy Patterson",4.65,5344.0,,False,18337259,,,eng,0,2011.0,,154.0,190.0,879.0,4215.0,14743.0,18667,"A Game of Thrones: Comic Book, Issue 1"
Holly Black,3.81,5345.0,,False,6087756,,,eng,0,2010.0,,929.0,2241.0,8031.0,12771.0,8985.0,29444,"White Cat (Curse Workers, #1)"
Raymond Carver,4.42,5346.0,,False,11437,,,en-US,0,1988.0,,142.0,293.0,1581.0,5543.0,9994.0,16617,Where I'm Calling From: New and Selected Stories
Jasper Fforde,4.15,5347.0,,False,26999,,,eng,0,2004.0,,89.0,495.0,4848.0,12042.0,10107.0,24526,"Something Rotten (Thursday Next, #4)"
Jean M. Auel,3.24,5348.0,,False,8318666,,,eng,0,2011.0,,2839.0,4136.0,5774.0,4807.0,5231.0,19300,"The Land of Painted Caves (Earth's Children, #6)"
Lucy Grealy,3.96,5349.0,,False,534255,,,en-GB,0,1994.0,,261.0,980.0,4333.0,7734.0,6378.0,18982,Autobiography of a Face
Lauren Oliver,3.59,5350.0,,False,22465597,,,en-CA,0,2015.0,,564.0,2228.0,6779.0,7484.0,4234.0,19508,Vanishing Girls
Walt Disney Company,4.18,5351.0,,False,141019,,,,0,1812.0,,307.0,925.0,3936.0,4769.0,10406.0,20021,Snow White and the Seven Dwarfs (Little Golden Book)
"Angie Sage, Mark Zug",4.23,5352.0,,False,7355137,,,eng,0,2011.0,,228.0,641.0,3430.0,7529.0,10509.0,21322,"Darke (Septimus Heap, #6)"
Jeff Kinney,4.16,5353.0,,False,7528717,,,en-US,0,2010.0,,722.0,1047.0,2344.0,2898.0,9199.0,15956,The Wimpy Kid Movie Diary (Diary of a Wimpy Kid)
Dashiell Hammett,3.97,5354.0,,False,80616,,,eng,0,1934.0,,257.0,946.0,4822.0,8950.0,6883.0,20535,The Thin Man
Candace Bushnell,3.2,5355.0,,False,178813,,,eng,0,2003.0,,1505.0,3056.0,5813.0,4121.0,2722.0,15604,Trading Up
David Brin,4.06,5356.0,,False,234489,,,en-US,0,1987.0,,164.0,750.0,4219.0,8394.0,7418.0,20217,"The Uplift War (The Uplift Saga, #3)"
Raymond E. Feist,4.02,5357.0,,False,13881,,,en-US,0,1997.0,,101.0,692.0,4761.0,8304.0,6786.0,19206,"Rage of a Demon King (The Serpentwar Saga, #3)"
"Kingsley Amis, David Lodge",3.79,5358.0,,False,395182,,,eng,0,1954.0,,529.0,1518.0,5177.0,7389.0,5524.0,17448,Lucky Jim
Karin Slaughter,4.12,5359.0,,False,21721,,,en-US,0,2003.0,,125.0,649.0,4177.0,8797.0,8463.0,18827,"A Faint Cold Fear (Grant County, #3)"
Marie Lu,4.11,5360.0,,False,23846013,,,eng,0,2015.0,,270.0,1139.0,5272.0,11606.0,11686.0,27655,"The Rose Society (The Young Elites, #2)"
Kristin Hannah,3.9,5361.0,,False,276342,,,,0,2000.0,,245.0,1086.0,5084.0,7454.0,6039.0,17886,Angel Falls
Susane Colasanti,3.84,5362.0,,False,5168517,,,eng,0,2009.0,,532.0,1570.0,5478.0,6263.0,6813.0,20236,Waiting For You
Jeff Hobbs,4.13,5363.0,,False,18775365,,,eng,0,2014.0,,219.0,531.0,2686.0,6804.0,6530.0,14451,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League
Li Cunxin,4.12,5364.0,,False,298137,,,,0,2003.0,,146.0,492.0,3189.0,7867.0,6929.0,16340,Mao's Last Dancer
Lisa Gardner,4.08,5365.0,,False,5422154,,,eng,0,2009.0,,126.0,678.0,4446.0,10155.0,8077.0,19985,"The Neighbor (Detective D.D. Warren, #3)"
"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",4.34,5366.0,,False,2202230,,,eng,0,2008.0,,210.0,595.0,2255.0,6180.0,10935.0,19916,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)"
Greg Bear,3.86,5367.0,,False,840278,,,en-US,0,1984.0,,248.0,1189.0,5200.0,7607.0,5542.0,18373,"Eon (The Way, #1)"
Helen Simonson,3.79,5368.0,,False,25776122,,,eng,0,2016.0,,408.0,1439.0,5778.0,9356.0,5259.0,17350,The Summer Before the War
"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",4.19,5369.0,,False,612188,,,eng,0,1961.0,,373.0,614.0,2690.0,5618.0,8309.0,16810,"Memories, Dreams, Reflections"
Laurell K. Hamilton,3.82,5370.0,,False,7121598,,,en-US,0,2010.0,,1144.0,2479.0,6313.0,7744.0,9822.0,25388,"Bullet (Anita Blake, Vampire Hunter #19)"
Diana Gabaldon,4.19,5371.0,,False,8533018,,,eng,0,2011.0,,194.0,571.0,3497.0,7897.0,9288.0,17459,"The Scottish Prisoner (Lord John Grey, #3)"
Meg Cabot,4.09,5372.0,,False,199785,,,eng,0,2001.0,,167.0,996.0,6742.0,11083.0,11949.0,28944,"Reunion (The Mediator, #3)"
ياسر حارب,3.55,5373.0,,False,10706934,,,ara,0,2011.0,,1213.0,2085.0,4127.0,4232.0,4637.0,16117,بيكاسو وستاربكس
"Milan Kundera, Suzanne Rappaport",3.86,5374.0,,False,26101,,,eng,0,1970.0,,179.0,838.0,4631.0,7271.0,4489.0,12984,Laughable Loves
Julia Quinn,3.93,5375.0,,False,110387,,,eng,0,2007.0,,539.0,1623.0,6301.0,9123.0,9269.0,25533,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)"
Founding Fathers,4.54,5376.0,,False,89959,,,,0,1787.0,,254.0,461.0,1756.0,3180.0,14282.0,16863,The Constitution of the United States of America
Gilles Néret,4.12,5377.0,,False,103902,,,,0,1992.0,,319.0,761.0,2767.0,4725.0,7169.0,15611,Gustav Klimt: 1862-1918
Malcolm Lowry,3.8,5378.0,,False,31072,,,eng,0,1947.0,,799.0,1715.0,3931.0,5419.0,6136.0,15832,Under the Volcano
Rachel Abbott,3.98,5379.0,,False,20894857,,,eng,0,2014.0,,296.0,822.0,3837.0,7433.0,6066.0,10894,Sleep Tight
"Mary Pope Osborne, Salvatore Murdocca",3.87,5380.0,,False,824734,,,eng,0,2002.0,,611.0,1649.0,6170.0,6669.0,8340.0,22533,"Dinosaurs Before Dark (Magic Tree House, #1)"
Robert A. Heinlein,3.89,5381.0,,False,20417,,,eng,0,1958.0,,142.0,1025.0,6164.0,8319.0,6135.0,20260,Have Space Suit—Will Travel
Jack London,4.01,5382.0,,False,43049,,,eng,0,1904.0,,212.0,809.0,4184.0,7518.0,6718.0,16488,The Sea Wolf
Meg Cabot,4.16,5383.0,,False,23224,,,eng,0,2001.0,,140.0,791.0,5686.0,10675.0,12618.0,28104,"Darkest Hour (The Mediator, #4)"
Kate Beaton,4.27,5384.0,,False,10767466,,,eng,0,2011.0,,491.0,646.0,2405.0,6392.0,10855.0,20587,Hark! A Vagrant
Ann Packer,3.41,5385.0,,False,16059,,,eng,0,2002.0,,792.0,2376.0,7168.0,6543.0,2760.0,18445,The Dive From Clausen's Pier
"Thomas Mann, Michael Henry Heim, Michael Cunningham",3.73,5386.0,,False,53061,,,eng,0,1912.0,,662.0,1971.0,6162.0,8044.0,6009.0,17168,Death in Venice
